,alert_strategy,alert_description,alert_status,alert_time,strategy_category,collection_plugin,label
1060,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670955356,Others,plugin_B,Noise
1061,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670951451,Others,plugin_B,Noise
1062,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670951453,Others,plugin_B,Noise
1063,,DATE TIME data server ip list is empty,,1670947204,Others,plugin_B,Noise
1064,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671029155,Others,plugin_B,Noise
1065,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1670979614,Others,plugin_B,Noise
1066,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671118629,Others,plugin_B,Noise
1067,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671118245,Others,plugin_B,Noise
1068,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671117964,Others,plugin_B,Noise
1069,,Agent has not reported data for xx minutes,,1671105499,Others,plugin_B,Noise
1070,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671104175,Others,plugin_B,Noise
1071,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671104174,Others,plugin_B,Noise
1072,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671104176,Others,plugin_B,Noise
1073,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671104174,Others,plugin_B,Noise
1074,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671100569,Others,plugin_B,Noise
1075,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671100558,Others,plugin_B,Noise
1076,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671098720,Others,plugin_B,Noise
1077,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671098623,Others,plugin_B,Event
1078,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671098626,Others,plugin_B,Event
1079,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671098624,Others,plugin_B,Event
1080,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671098626,Others,plugin_B,Event
1081,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671098626,Others,plugin_B,Event
1082,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671098636,Others,plugin_B,Event
1083,,System restart warning,,1671097176,Others,plugin_B,Noise
1084,,[rail_id_server@IP]: rate controller railid_assign_railid has overloaded at DATE TIME,,1671096066,Others,plugin_B,Noise
1085,,[rail_id_server@IP]: rate controller railid_assign_railid has overloaded at DATE TIME,,1671096089,Others,plugin_B,Noise
1086,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671096049,Others,plugin_B,Noise
1087,,[rail_id_server@IP]: rate controller railid_assign_railid has overloaded at DATE TIME,,1671095982,Others,plugin_B,Noise
1088,,[rail_id_server@IP]: rate controller railid_assign_railid has overloaded at DATE TIME,,1671095980,Others,plugin_B,Noise
1089,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671094548,Others,plugin_B,Noise
1090,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671091595,Others,plugin_B,Noise
1091,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671089754,Others,plugin_B,Noise
1092,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671089754,Others,plugin_B,Noise
1093,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671078353,Others,plugin_B,Noise
1094,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671077457,Others,plugin_B,Noise
1095,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671075651,Others,plugin_B,Noise
1096,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671070258,Others,plugin_B,Noise
1097,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671068242,Others,plugin_B,Noise
1098,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671066012,Others,plugin_B,Noise
1099,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671063660,Others,plugin_B,Noise
1100,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671062586,Others,plugin_B,Noise
1101,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671062497,Others,plugin_B,Noise
1102,,"""[rail_warner@tencent.com]: IP 'PATH sync_game_info.py online' is not running and try to start""",,1671055563,Others,plugin_B,Noise
1103,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671054345,Others,plugin_B,Noise
1104,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671053766,Others,plugin_B,Noise
1105,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052860,Others,plugin_B,Noise
1106,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052561,Others,plugin_B,Noise
1107,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052565,Others,plugin_B,Noise
1108,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052546,Others,plugin_B,Noise
1109,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052552,Others,plugin_B,Noise
1110,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052552,Others,plugin_B,Noise
1111,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052552,Others,plugin_B,Noise
1112,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052271,Others,plugin_B,Event
1113,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052280,Others,plugin_B,Event
1114,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052284,Others,plugin_B,Event
1115,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052284,Others,plugin_B,Event
1116,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052284,Others,plugin_B,Event
1117,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052284,Others,plugin_B,Event
1118,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052248,Others,plugin_B,Event
1119,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052248,Others,plugin_B,Event
1120,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671052250,Others,plugin_B,Event
1121,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671051669,Others,plugin_B,Noise
1122,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671050150,Others,plugin_B,Noise
1123,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671046269,Others,plugin_B,Noise
1124,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671041775,Others,plugin_B,Noise
1125,,"report post fail, err:  Post ""http:/PATH:xxPATH"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)",,1671040208,Others,plugin_B,Noise
1126,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671038449,Others,plugin_B,Noise
1127,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671038301,Others,plugin_B,Noise
1128,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671037849,Others,plugin_B,Noise
1129,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671037255,Others,plugin_B,Noise
1130,,DATE TIME data server ip list is empty,,1671033601,Others,plugin_B,Noise
1131,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671118629,Others,plugin_B,Noise
1132,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671118245,Others,plugin_B,Noise
1133,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671117964,Others,plugin_B,Noise
1134,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671066012,Others,plugin_B,Noise
1135,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671195661,Others,plugin_B,Noise
1136,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671195055,Others,plugin_B,Noise
1137,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671191151,Others,plugin_B,Noise
1138,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671191155,Others,plugin_B,Noise
1139,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671189047,Others,plugin_B,Noise
1140,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671188175,Others,plugin_B,Noise
1141,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671182468,Others,plugin_B,Noise
1142,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671178565,Others,plugin_B,Noise
1143,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671178570,Others,plugin_B,Noise
1144,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671171488,Others,plugin_B,Event
1145,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671171510,Others,plugin_B,Event
1146,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671171394,Others,plugin_B,Event
1147,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671171395,Others,plugin_B,Event
1148,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671171397,Others,plugin_B,Event
1149,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671171397,Others,plugin_B,Event
1150,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671171405,Others,plugin_B,Event
1151,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671170463,Others,plugin_B,Noise
1152,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671168357,Others,plugin_B,Noise
1153,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671168357,Others,plugin_B,Noise
1154,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671162754,Others,plugin_B,Noise
1155,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671159659,Others,plugin_B,Noise
1156,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671159370,Others,plugin_B,Noise
1157,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671156083,Others,plugin_B,Noise
1158,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671152405,Others,plugin_B,Noise
1159,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671149481,Others,plugin_B,Noise
1160,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671149029,Others,plugin_B,Noise
1161,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671144950,Others,plugin_B,Noise
1162,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671143444,Others,plugin_B,Noise
1163,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671141667,Others,plugin_B,Noise
1164,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671139555,Others,plugin_B,Noise
1165,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138965,Others,plugin_B,Event
1166,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138967,Others,plugin_B,Noise
1167,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138968,Others,plugin_B,Event
1168,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138968,Others,plugin_B,Event
1169,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138969,Others,plugin_B,Event
1170,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138951,Others,plugin_B,Event
1171,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138659,Others,plugin_B,Event
1172,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138662,Others,plugin_B,Event
1173,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138671,Others,plugin_B,Event
1174,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138646,Others,plugin_B,Event
1175,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138646,Others,plugin_B,Event
1176,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138646,Others,plugin_B,Event
1177,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138659,Others,plugin_B,Event
1178,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138659,Others,plugin_B,Event
1179,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138659,Others,plugin_B,Event
1180,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671138659,Others,plugin_B,Event
1181,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671133279,Others,plugin_B,Noise
1182,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671128784,Others,plugin_B,Noise
1183,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671128453,Others,plugin_B,Noise
1184,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671124259,Others,plugin_B,Noise
1185,,DATE TIME data server ip list is empty,,1671120002,Others,plugin_B,Noise
1186,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671152405,Others,plugin_B,Noise
1187,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671288382,Others,plugin_B,Noise
1188,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671287151,Others,plugin_B,Noise
1189,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671284749,Others,plugin_B,Noise
1190,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671282648,Others,plugin_B,Noise
1191,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671281148,Others,plugin_B,Noise
1192,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671269452,Others,plugin_B,Noise
1193,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671265548,Others,plugin_B,Noise
1194,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671265253,Others,plugin_B,Noise
1195,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671251164,Others,plugin_B,Noise
1196,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671247275,Others,plugin_B,Noise
1197,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671238806,Others,plugin_B,Event
1198,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671235300,Others,plugin_B,Noise
1199,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671232861,Others,plugin_B,Noise
1200,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671231659,Others,plugin_B,Noise
1201,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671229558,Others,plugin_B,Noise
1202,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225370,Others,plugin_B,Noise
1203,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225371,Others,plugin_B,Noise
1204,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225353,Others,plugin_B,Noise
1205,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671225062,Others,plugin_B,Noise
1206,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1207,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1208,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1209,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1210,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1211,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1212,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1213,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1214,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225065,Others,plugin_B,Event
1215,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225068,Others,plugin_B,Event
1216,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225081,Others,plugin_B,Event
1217,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671225054,Others,plugin_B,Event
1218,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671210671,Others,plugin_B,Noise
1219,,DATE TIME data server ip list is empty,,1671206403,Others,plugin_B,Noise
1220,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671238806,Others,plugin_B,Event
1221,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671376283,Others,plugin_B,Noise
1222,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671374752,Others,plugin_B,Noise
1223,,"""[rail_warner@tencent.com]: IP 'PATH sync_game_info.py online' is not running and try to start""",,1671372422,Others,plugin_B,Noise
1224,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671370272,Others,plugin_B,Noise
1225,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671369664,Others,plugin_B,Noise
1226,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671366654,Others,plugin_B,Noise
1227,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671364578,Others,plugin_B,Noise
1228,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671357377,Others,plugin_B,Noise
1229,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671351355,Others,plugin_B,Noise
1230,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671344473,Others,plugin_B,Noise
1231,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671330654,Others,plugin_B,Noise
1232,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671330060,Others,plugin_B,Noise
1233,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671328886,Others,plugin_B,Noise
1234,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671325207,Others,plugin_B,Noise
1235,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671325253,Others,plugin_B,Noise
1236,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671321784,Others,plugin_B,Noise
1237,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671319550,Others,plugin_B,Noise
1238,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671319258,Others,plugin_B,Noise
1239,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671318345,Others,plugin_B,Noise
1240,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671315945,Others,plugin_B,Noise
1241,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311762,Others,plugin_B,Event
1242,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311762,Others,plugin_B,Event
1243,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311762,Others,plugin_B,Event
1244,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311761,Others,plugin_B,Event
1245,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311760,Others,plugin_B,Event
1246,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311473,Others,plugin_B,Event
1247,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311484,Others,plugin_B,Event
1248,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311484,Others,plugin_B,Event
1249,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311490,Others,plugin_B,Event
1250,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311490,Others,plugin_B,Event
1251,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311490,Others,plugin_B,Event
1252,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311490,Others,plugin_B,Event
1253,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311490,Others,plugin_B,Event
